state_month,previous_state_month,previous_target__DBE,previous_target__GLD,previous_target__DBA,previous_target__DBB,previous_target__CASH,state_return__DBE,state_return__GLD,state_return__DBA,state_return__DBB,state_return__CASH,drifted_previous__DBE,drifted_previous__GLD,drifted_previous__DBA,drifted_previous__DBB,drifted_previous__CASH,current_target__DBE,current_target__GLD,current_target__DBA,current_target__DBB,current_target__CASH,turnover
2022-06-30,2022-05-31,0.10208404694267707,0.2248442362527962,0.5039436130195053,0.16912810378502152,0.0,-0.056937,-0.01566,-0.073215,-0.154549,0.000567,0.10378222349140576,0.23858947367217065,0.5034835988053401,0.15414470403108352,0.0,0.12359783294893939,0.3663154606669117,0.3503636377630884,0.15972306862106064,0.0,0.15311996104225176
