target_month,equal_weight,inverse_vol_12m,momentum_6m_top2_invvol,momentum_12m_top2_invvol,absolute_momentum_12m_cash,supervised_selector,ppo_10_seed_ensemble,sample_segment
2021-12-31,0.053243439571650446,0.04499499338730045,0.04058260108558501,0.04058260108558501,0.094872,0.094872,0.02501554200782265,ORIGINAL_OOS
2022-01-31,0.043339574237849746,0.03058029484690222,0.0706038733498676,0.0706038733498676,0.140515,0.140515,-0.008233425542434638,ORIGINAL_OOS
2022-02-28,0.05548571861300917,0.05289099225156861,0.0637434718665039,0.0637434718665039,0.055955,0.055955,0.044677747232106255,ORIGINAL_OOS
2022-03-31,0.05945878367143246,0.05084112886503279,0.07997122945221966,0.07997122945221966,0.122022,0.122022,0.01142386862058342,ORIGINAL_OOS
2022-04-30,0.00197523810287898,-0.008502835471653081,-0.018470201404178724,-0.018470201404178724,0.100087,0.100087,-0.01079182247363243,ORIGINAL_OOS
2022-05-31,0.005737104279982835,-0.004617020317366826,0.011112955265980225,0.011112955265980225,0.09295,0.09295,-0.02124369402564365,ORIGINAL_OOS
2022-06-30,-0.07511192178757028,-0.07240801906355952,-0.07047875916708699,-0.07047875916708699,-0.056937,-0.07130455831622333,-0.018322340443540048,ORIGINAL_OOS
2022-07-31,-0.011336227433338765,-0.01367814936254995,-0.012960473629518144,-0.012960473629518144,-0.022927,-0.012960473629518144,-0.010306907141575962,ORIGINAL_OOS
2022-08-31,-0.008643119776111761,-0.00686021276577936,0.011326435115180722,0.011326435115180722,-0.018772,0.011326435115180722,-0.011186823638307215,ORIGINAL_OOS
2022-09-30,-0.05976280036787717,-0.04642412604133459,-0.04727393793248151,-0.04727393793248151,-0.098047,-0.04727393793248151,-0.010262036154174516,ORIGINAL_OOS
2022-10-31,0.01037001513568272,-0.0026744644762125166,0.014865885437669929,0.014865885437669929,0.086757,0.014865885437669929,-0.00614938052922747,ORIGINAL_OOS
2022-11-30,0.055639103575489075,0.05738124247198259,0.003596733376364985,0.003596733376364985,-0.018432,0.003596733376364985,0.03572140411662814,ORIGINAL_OOS
2022-12-31,-0.009774849536023976,0.0007883546066224125,0.018179019430557032,-0.008489514318005313,-0.053554,0.00042881210538572384,0.01675367125403335,ORIGINAL_OOS
2023-01-31,0.040708926897929903,0.03517754046952852,0.08083065884097197,-0.005097472667373161,-0.028231,-0.005559440560042414,0.03735376418133456,ORIGINAL_OOS
2023-02-28,-0.04145489302576692,-0.03295184709189615,-0.06177647650552611,-0.046307256806288936,-0.031321,-0.0419295,-0.03688579701345201,ORIGINAL_OOS
2023-03-31,0.01293457424232229,0.021478027970585005,0.053267232594061006,-0.0027310505020397956,-0.037282,0.021288410855966066,-0.019100777252534187,ORIGINAL_OOS
2023-04-30,-0.007705341789678143,0.004201218569167663,-0.012757123933438667,0.019258660265236364,0.007624,-0.007903286198102651,-0.027031991898846457,ORIGINAL_OOS
2023-05-31,-0.047532709551491414,-0.038965667164944796,-0.03673679566026977,-0.0198069753999344,-0.01342,-0.037228015651389786,-0.07553855752873373,ORIGINAL_OOS
2023-06-30,0.019937715816792954,0.02216275509066173,0.009850433575832337,0.01047057737896071,-0.022214,0.021567989108280627,0.04307760976438696,ORIGINAL_OOS
2023-07-31,0.06573890781070303,0.056893397795306395,0.03558116291868551,0.03558116291868551,0.022887,0.035278578747528926,0.10731551570620361,ORIGINAL_OOS
2023-08-31,-0.012162903702579473,-0.01039904067042987,-0.010001289989872817,-0.010001289989872817,-0.012778,-0.010645834754934953,-0.005740587453374074,ORIGINAL_OOS
2023-09-30,0.002574100545324052,-0.008071343012796188,-0.004094467862197372,-0.025621402687145977,-0.047606,-0.008071343012796188,0.034701215081697205,ORIGINAL_OOS
2023-10-31,0.0038635564981218495,0.017060174207134605,0.011157996148467188,0.02796689980611406,0.073724,0.017060174207134605,-0.003565592914441627,ORIGINAL_OOS
2023-11-30,-0.0014744059233145774,0.0029063621304554806,-0.006030551003799154,0.01528153680255232,0.025314,-0.006342711431533598,-0.03427218538644005,ORIGINAL_OOS
2023-12-31,-0.003219758939721536,-0.010573277286283097,-0.034343072327671045,-0.014499952481497835,0.012821,-0.034343072327671045,-0.008174971255946323,ORIGINAL_OOS
2024-01-31,0.009799308179243566,0.018328284297631524,-0.021607153926870834,0.02369557660998966,-0.014228,-0.021607153926870834,0.015506296023861792,ORIGINAL_OOS
2024-02-29,0.0006019252542226012,0.006110047188416911,0.01707137469410297,0.0176541730548206,0.024428,0.01707137469410297,-0.010279429921528733,ORIGINAL_OOS
2024-03-31,0.07022656531334018,0.0806573843777844,0.10452379405274992,0.10452379405274992,0.116321,0.10452379405274992,0.03694544341586047,ORIGINAL_OOS
2024-04-30,0.03895639185948864,0.03745646295795147,0.012474210960874943,0.012474210960874943,-0.004847,0.012474210960874943,0.05450208517183458,ORIGINAL_OOS
2024-05-31,0.008042392790077874,0.009953618287367301,0.022058870536828652,0.018018397306215687,0.019886,0.022058870536828652,-0.020731252849307602,ORIGINAL_OOS
2024-06-30,-0.012352040436152649,-0.015381295307655748,-0.04504656747008154,-0.04553250475994857,-0.052925,-0.053326933915392324,0.026071727015539135,ORIGINAL_OOS
2024-07-31,-0.009376267864872185,-0.002774561077650035,0.02718830730015098,0.005716536241400992,0.052672,0.052672,-0.020177800637324755,ORIGINAL_OOS
2024-08-31,0.015279866945796125,0.011988323644279195,0.0337739797365418,0.03332584921103579,0.020923,0.03332584921103579,-0.022650803234904086,ORIGINAL_OOS
2024-09-30,0.029664259982295826,0.027647625730633146,0.053286130022961765,0.049826680909142065,0.050889,0.053286130022961765,-0.01279593925753097,ORIGINAL_OOS
2024-10-31,0.00899486953389171,0.014012904407879764,0.0223900785459772,0.015602050730652052,0.042994,0.042588368586478006,0.028315076069361473,ORIGINAL_OOS
2024-11-30,-0.0017825129749512282,-0.005351478881266769,-0.0006622329888283469,-0.0002955568877364076,-0.031241,-0.031241,-0.008462901222323146,ORIGINAL_OOS
2024-12-31,0.010259182140911736,0.01085805533493146,0.006147226954080517,0.006147226954080517,-0.014089,-0.014089,0.034886254622623895,ORIGINAL_OOS
2025-01-31,0.03144105560086788,0.03527165933965448,0.05464001800670782,0.05464001800670782,0.036983999999999996,0.05421122645707976,0.02714913466969155,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-02-28,-0.0011831554517189086,-0.0011378624762844957,-0.007947202937940982,-0.007947202937940982,0.017216,-0.007947202937940982,-0.001759008597053365,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-03-31,0.03138401186823097,0.036679367911205046,0.052208876423760174,0.052208876423760174,0.094466,0.052208876423760174,0.025941753122269016,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-04-30,-0.03379178798274762,-0.03349196150683146,-0.04477106129939531,0.0012468272223408983,0.054245,0.05384629331492019,-0.10668577778913149,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-05-31,0.012637619125518062,0.011346455957728775,-0.002849543405755501,-0.002849543405755501,-0.00056,-0.00056,0.024653500064503626,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-06-30,0.027831091271374418,0.02335906710584794,-0.008513087057995855,-0.008513087057995855,0.004051,-0.009016170975522009,0.06841611351486722,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-07-31,0.010567432794646241,0.005566947678876139,-0.006427045651340837,-0.008009423429807653,-0.006135,-0.00663822820721183,0.04655286110956764,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-08-31,0.026166356870030723,0.034269872513031194,0.013655914266284899,0.061892948451999504,0.049875,0.013724483046000553,-0.011654526527904857,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-09-30,0.030944515398378156,0.03227208674660909,0.03712417396663563,0.037619068621401824,0.117584,0.03712417396663563,0.011266192190271546,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-10-31,0.0239080410642153,0.025464706842660736,0.053878609790623526,0.02167810313860308,0.035587,0.035104787491496724,0.02047994020783369,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-11-30,0.013027236753572686,0.012421169865597262,0.025293050597443238,0.024787425420000602,0.053678,0.053678,-0.0022925717718045744,FROZEN_POLICY_TEMPORAL_EXTENSION
2025-12-31,0.011641221531260825,0.015751333380609536,0.04794545494127904,0.04794545494127904,0.021734,0.021734,-0.014105087365910369,FROZEN_POLICY_TEMPORAL_EXTENSION
2026-01-31,0.08417016311617675,0.07376781975286469,0.08531761491732114,0.08531761491732114,0.12273220458731804,0.12273220458731804,0.13022912250146965,FROZEN_POLICY_TEMPORAL_EXTENSION
2026-02-28,0.029865061058447703,0.028940992477429674,0.045072937447685764,0.045072937447685764,0.08720080907967187,0.08720080907967187,0.009663499564952473,FROZEN_POLICY_TEMPORAL_EXTENSION
2026-03-31,0.08685793086585814,0.047807401665248404,-0.06701111764528635,-0.06701111764528635,-0.11051162790697666,-0.11051162790697666,0.2891550448110064,FROZEN_POLICY_TEMPORAL_EXTENSION
2026-04-30,0.048420613135718306,0.0357832152187354,0.027165504139971493,0.027165504139971493,0.12455140821174082,0.12455140821174082,0.031141634722080303,FROZEN_POLICY_TEMPORAL_EXTENSION
2026-05-31,-0.023038640675565873,-0.005246711353475384,0.017170440447455866,0.017170440447455866,-0.09345794392523366,-0.09345794392523366,-0.009795232847135365,FROZEN_POLICY_TEMPORAL_EXTENSION
