target_month,gross_return,turnover,cost_10bps,net_return
2024-10-31,0.028572554503202504,0.25747843384102964,0.0002574784338410296,0.028315076069361473
2024-11-30,-0.008385808909458262,0.0770923128648833,7.70923128648833e-05,-0.008462901222323146
2024-12-31,0.03495563379940166,0.06937917677777083,6.937917677777084e-05,0.034886254622623895
2025-01-31,0.027230855257605043,0.08172058791349097,8.172058791349097e-05,0.02714913466969155
2025-02-28,-0.0017293737506272676,0.02963484642609771,2.963484642609771e-05,-0.001759008597053365
2025-03-31,0.026082792820139637,0.14103969787061793,0.00014103969787061793,0.025941753122269016
2025-04-30,-0.10648789546843088,0.1978823207006227,0.00019788232070062272,-0.10668577778913149
2025-05-31,0.02476781700851279,0.1143169440091664,0.00011431694400916639,0.024653500064503626
2025-06-30,0.06843073770200157,0.014624187134348616,1.4624187134348617e-05,0.06841611351486722
2025-07-31,0.04659016557625906,0.037304466691416065,3.730446669141606e-05,0.04655286110956764
2025-08-31,-0.011338258810775706,0.3162677171291503,0.0003162677171291503,-0.011654526527904857
2025-09-30,0.011527356654439066,0.2611644641675215,0.0002611644641675215,0.011266192190271546
2025-10-31,0.02052154809439361,0.041607886559920544,4.1607886559920545e-05,0.02047994020783369
2025-11-30,-0.0022235711424282182,0.06900062937635601,6.900062937635601e-05,-0.0022925717718045744
2025-12-31,-0.0140563023166625,0.048785049247870124,4.8785049247870127e-05,-0.014105087365910369
2026-01-31,0.13029833777763525,0.0692152761656115,6.92152761656115e-05,0.13022912250146965
2026-02-28,0.009755034386869928,0.09153482191745418,9.153482191745419e-05,0.009663499564952473
2026-03-31,0.28918332912721034,0.028284316203969165,2.8284316203969166e-05,0.2891550448110064
2026-04-30,0.031741981021861376,0.6003462997810718,0.0006003462997810718,0.031141634722080303
2026-05-31,-0.009387999048648779,0.4072337984865853,0.0004072337984865853,-0.009795232847135365
